state_fips,state,state_abbr,zipcode,county,city,County %,countyPop,statePop,pofHealth %,obesity %,crimes,unemployment %,preDeath
46,South dakota,SD,57735,Fall River,Edgemont,0.759%,6713,884659,15,39,172,4.3,8800
47,Tennessee,TN,37015,Cheatham,Ashland city,0.595%,40667,6829174,20,30,283,2.6,10000
47,Tennessee,TN,37016,Cannon,Auburntown,0.215%,14678,6829174,24,39,177,3.1,12200
47,Tennessee,TN,37029,Dickson,Burns,0.790%,53948,6829174,22,28,497,3,10300
47,Tennessee,TN,37074,Trousdale,Hartsville,0.165%,11284,6829174,25,25,496,3.1,8900
47,Tennessee,TN,37174,Maury,Spring hill,1.411%,96387,6829174,21,32,453,3.2,8700
47,Tennessee,TN,37303,McMinn,Athens,0.788%,53794,6829174,24,36,515,3.8,11200
47,Tennessee,TN,37321,Rhea,Dayton,0.486%,33167,6829174,26,40,280,5.7,10500
47,Tennessee,TN,37327,Sequatchie,Dunlap,0.220%,15026,6829174,23,37,389,4.2,9400
47,Tennessee,TN,37367,Bledsoe,Pikeville,0.221%,15064,6829174,27,37,173,5.4,7900
47,Tennessee,TN,37642,Hawkins,Church hill,0.832%,56786,6829174,24,32,275,4.1,10200
47,Tennessee,TN,37650,Unicoi,Erwin,0.262%,17883,6829174,25,27,251,5,12400
47,Tennessee,TN,37708,Grainger,Bean station,0.341%,23320,6829174,25,29,210,4,11300
47,Tennessee,TN,37713,Cocke,Bybee,0.527%,36004,6829174,27,41,608,4.5,14600
47,Tennessee,TN,37742,Loudon,Greenback,0.792%,54068,6829174,20,25,221,3.4,9000
47,Tennessee,TN,37748,Roane,Harriman,0.782%,53382,6829174,21,37,334,4,10600
47,Tennessee,TN,37813,Hamblen,Morristown,0.951%,64934,6829174,25,35,476,3.9,10000
47,Tennessee,TN,38001,Crockett,Alamo,0.208%,14230,6829174,27,46,404,3.5,10900
47,Tennessee,TN,38008,Hardeman,Bolivar,0.367%,25050,6829174,30,35,626,5,9800
47,Tennessee,TN,38024,Dyer,Dyersburg,0.544%,37159,6829174,24,38,771,4.9,11600
47,Tennessee,TN,38225,Weakley,Dresden,0.488%,33328,6829174,24,40,204,4,9100
47,Tennessee,TN,38232,Obion,Hornbeak,0.440%,30069,6829174,27,39,436,4.9,9200
47,Tennessee,TN,38310,McNairy,Adamsville,0.376%,25694,6829174,27,32,373,5.2,11000
47,Tennessee,TN,38449,Giles,Ardmore,0.431%,29464,6829174,23,33,311,3.9,10000
47,Tennessee,TN,38504,Fentress,Allardt,0.271%,18523,6829174,27,31,167,4.2,10500
47,Tennessee,TN,38541,Overton,Allons,0.326%,22241,6829174,25,36,217,3.8,9500
47,Tennessee,TN,38549,Pickett,Byrdstown,0.074%,5048,6829174,25,31,204,4.7,10400
48,Texas,TX,75002,Collin,Allen,3.569%,1034730,28995881,14,25,157,3.1,4100
48,Texas,TX,75007,Denton,Carrollton,3.060%,887207,28995881,14,32,170,3,4300
48,Texas,TX,75032,Rockwall,Zcta 75032,0.362%,104915,28995881,14,31,97,3.1,4900
48,Texas,TX,75102,Navarro,Barry,0.173%,50113,28995881,24,35,354,3.2,9600
48,Texas,TX,75103,Van Zandt,Canton,0.195%,56590,28995881,21,35,118,3.3,8900
48,Texas,TX,75114,Kaufman,Crandall,0.470%,136154,28995881,20,40,234,3.3,7800
48,Texas,TX,75135,Hunt,Caddo mills,0.340%,98594,28995881,22,39,365,3.5,8800
48,Texas,TX,75412,Red River,Bagwell,0.041%,12023,28995881,23,40,297,4.6,11900
48,Texas,TX,75440,Rains,Emory,0.043%,12514,28995881,20,27,112,3,8200
48,Texas,TX,75451,Camp,Leesburg,0.045%,13094,28995881,24,21,337,4.2,9100
48,Texas,TX,75455,Titus,Mount pleasant,0.113%,32750,28995881,26,34,353,4.2,7600
48,Texas,TX,75501,Bowie,Wake village,0.322%,93245,28995881,21,46,514,4.4,9600
48,Texas,TX,75601,Gregg,Longview,0.427%,123945,28995881,23,34,454,3.7,9400
48,Texas,TX,75640,Upshur,New diana,0.144%,41753,28995881,20,30,299,3.7,10400
48,Texas,TX,75652,Rusk,Henderson,0.188%,54406,28995881,23,41,380,3.6,8200
48,Texas,TX,75760,Nacogdoches,Cushing,0.225%,65204,28995881,23,35,291,3.7,8500
48,Texas,TX,75838,Freestone,Donie,0.068%,19717,28995881,23,39,155,4.8,10100
48,Texas,TX,75901,Angelina,Keltys,0.299%,86715,28995881,25,40,312,4,8700
48,Texas,TX,75929,San Augustine,Broaddus,0.028%,8237,28995881,25,36,355,4.8,10800
48,Texas,TX,75930,Sabine,Bronson,0.036%,10542,28995881,23,27,333,6.6,10900
48,Texas,TX,75936,Tyler,Chester,0.075%,21672,28995881,22,42,297,5.8,10700
48,Texas,TX,76001,Tarrant,Zcta 76001,7.251%,2102515,28995881,21,31,403,3.3,6300
48,Texas,TX,76008,Parker,Aledo,0.493%,142878,28995881,17,32,131,2.9,6300
48,Texas,TX,76023,Wise,Boyd,0.241%,69984,28995881,20,45,162,3.2,8400
48,Texas,TX,76035,Hood,Cresson,0.213%,61643,28995881,17,33,176,3.4,8100
48,Texas,TX,76043,Somervell,Glen rose,0.031%,9128,28995881,21,29,108,3.6,8100
48,Texas,TX,76067,Palo Pinto,Mineral wells,0.101%,29189,28995881,22,41,192,3.1,9000
48,Texas,TX,76230,Montague,Bowie,0.068%,19818,28995881,20,34,166,2.8,10400
48,Texas,TX,76238,Cooke,Era,0.142%,41257,28995881,19,24,343,2.8,8300
48,Texas,TX,76351,Archer,Archer city,0.029%,8553,28995881,17,29,202,2.8,6400
48,Texas,TX,76364,Wilbarger,Harrold,0.044%,12769,28995881,26,36,323,3.6,9400
48,Texas,TX,76372,Young,Newcastle,0.062%,18010,28995881,21,36,169,3,9800
48,Texas,TX,76380,Baylor,Seymour,0.012%,3509,28995881,18,27,236,2.3,11700
48,Texas,TX,76401,Erath,Stephenville,0.147%,42698,28995881,20,34,151,3.2,6500
48,Texas,TX,76427,Jack,Bryson,0.031%,8935,28995881,23,25,219,3.1,10300
48,Texas,TX,76430,Shackelford,Albany,0.011%,3265,28995881,19,26,104,2.2,10300
48,Texas,TX,76435,Eastland,Carbon,0.063%,18360,28995881,23,29,213,3.3,9800
48,Texas,TX,76443,Callahan,Cross plains,0.048%,13943,28995881,20,39,88,3.1,7800
48,Texas,TX,76483,Throckmorton,Throckmorton,0.005%,1501,28995881,20,24,0,3.8,7800
48,Texas,TX,76518,Milam,Buckholts,0.086%,24823,28995881,24,41,230,5,9500
48,Texas,TX,76522,Coryell,Izoro,0.262%,75951,28995881,21,31,229,3.9,7100
48,Texas,TX,76524,McLennan,Eddy,0.885%,256623,28995881,22,34,423,3.3,7700
48,Texas,TX,76539,Lampasas,Kempner,0.074%,21428,28995881,19,34,141,3.3,7200
48,Texas,TX,76570,Falls,Rosebud,0.060%,17297,28995881,27,29,162,3.3,7500
48,Texas,TX,76634,Bosque,Laguna park,0.064%,18685,28995881,20,26,82,3.4,8800
48,Texas,TX,76821,Runnels,Ballinger,0.035%,10264,28995881,23,19,173,2.8,8800
48,Texas,TX,76825,McCulloch,Fife,0.028%,7984,28995881,23,31,48,5.2,9600
48,Texas,TX,76828,Coleman,Burkett,0.028%,8175,28995881,22,21,211,4.1,11700
48,Texas,TX,76831,Llano,Castell,0.075%,21795,28995881,19,26,141,3.4,8600
48,Texas,TX,76832,San Saba,Cherokee,0.021%,6055,28995881,25,32,110,2.9,6700
48,Texas,TX,76837,Concho,Eden,0.009%,2726,28995881,28,20,12,3.2,6700
48,Texas,TX,76849,Kimble,Junction,0.015%,4337,28995881,22,30,102,3.1,12400
48,Texas,TX,76901,Tom Green,San angelo,0.411%,119200,28995881,21,30,318,3,7600
48,Texas,TX,76930,Irion,Barnhart,0.005%,1536,28995881,18,24,63,2.4,7600
48,Texas,TX,76932,Reagan,Best,0.013%,3849,28995881,25,28,53,2.5,7600
48,Texas,TX,76933,Coke,Bronte,0.012%,3387,28995881,21,27,31,3.2,7600
48,Texas,TX,76936,Schleicher,Eldorado,0.010%,2793,28995881,22,24,0,2.9,7600
48,Texas,TX,76950,Sutton,Sonora,0.013%,3776,28995881,21,29,139,3.7,7600
48,Texas,TX,76951,Sterling,Sterling city,0.004%,1291,28995881,22,22,113,3.1,7600
48,Texas,TX,77053,Fort Bend,Houston,2.799%,811688,28995881,15,26,246,3.5,4200
48,Texas,TX,77331,San Jacinto,Coldspring,0.100%,28859,28995881,24,38,207,4.6,9800
48,Texas,TX,77363,Grimes,Plantersville,0.100%,28880,28995881,25,41,393,3.9,9000
48,Texas,TX,77412,Colorado,Altair,0.074%,21493,28995881,22,25,221,3.1,9000
48,Texas,TX,77414,Matagorda,Sargent,0.126%,36643,28995881,26,37,347,5.7,9300
48,Texas,TX,77418,Austin,Bellville,0.104%,30032,28995881,19,32,238,3.4,7600
48,Texas,TX,77420,Wharton,Boling,0.143%,41556,28995881,25,37,439,3.4,8100
48,Texas,TX,77422,Brazoria,Brazoria,1.291%,374264,28995881,18,32,183,4.2,6100
48,Texas,TX,77423,Waller,Brookshire,0.191%,55246,28995881,23,35,344,3.7,6300
48,Texas,TX,77510,Galveston,Alta loma,1.180%,342139,28995881,19,35,289,4,7500
48,Texas,TX,77801,Brazos,Bryan,0.790%,229211,28995881,19,31,317,2.7,4900
48,Texas,TX,77836,Burleson,Caldwell,0.064%,18443,28995881,21,47,174,3.1,7500
48,Texas,TX,77901,Victoria,Victoria,0.318%,92084,28995881,23,37,425,3.4,8000
48,Texas,TX,77950,Refugio,Austwell,0.024%,6948,28995881,25,20,336,3.7,7900
48,Texas,TX,77954,DeWitt,Cuero,0.070%,20160,28995881,24,26,538,2.6,8700
48,Texas,TX,77960,Goliad,Fannin,0.026%,7658,28995881,21,31,211,3.4,8000
48,Texas,TX,77964,Lavaca,Hallettsville,0.070%,20154,28995881,20,40,154,3,6300
48,Texas,TX,78002,Bexar,Atascosa,6.910%,2003554,28995881,22,30,533,3.1,7000
48,Texas,TX,78003,Bandera,Bandera,0.080%,23112,28995881,19,29,138,3.3,8000
48,Texas,TX,78005,Frio,Bigfoot,0.070%,20306,28995881,31,29,237,2.6,8600
48,Texas,TX,78007,McMullen,Calliham,0.003%,743,28995881,20,24,123,1.6,8600
48,Texas,TX,78008,Atascosa,Campbellton,0.176%,51153,28995881,25,40,222,3.6,7800
48,Texas,TX,78010,Kerr,Camp verde,0.181%,52600,28995881,19,24,238,3,8400
48,Texas,TX,78022,Live Oak,George west,0.042%,12207,28995881,24,24,320,3.1,7000
48,Texas,TX,78040,Webb,Laredo,0.954%,276652,28995881,35,37,382,3.7,5900
48,Texas,TX,78067,Zapata,San ygnacio,0.049%,14179,28995881,40,30,96,5.1,7300
48,Texas,TX,78070,Comal,Spring branch,0.539%,156209,28995881,16,30,274,3,5900
48,Texas,TX,78102,Bee,Beeville,0.112%,32565,28995881,29,34,252,4.4,9000
48,Texas,TX,78113,Karnes,Falls city,0.054%,15601,28995881,26,27,262,2.5,7700
48,Texas,TX,78122,Gonzales,Leesville,0.072%,20837,28995881,27,33,652,2.7,7600
48,Texas,TX,78330,Nueces,Agua dulce,1.249%,362294,28995881,24,33,685,4.1,8000
48,Texas,TX,78332,Jim Wells,Alice,0.140%,40482,28995881,30,34,583,4.7,10000
48,Texas,TX,78336,San Patricio,Aransas pass,0.230%,66730,28995881,25,41,361,5.4,8900
48,Texas,TX,78338,Kenedy,Armstrong,0.001%,404,28995881,38,22,978,3.6,8900
48,Texas,TX,78358,Aransas,Fulton,0.081%,23510,28995881,23,38,477,4.3,10100
48,Texas,TX,78361,Jim Hogg,Hebbronville,0.018%,5200,28995881,33,23,77,4.8,8000
48,Texas,TX,78363,Kleberg,Kingsville naval,0.106%,30680,28995881,27,33,500,4.4,10100
48,Texas,TX,78545,Starr,Falcon heights,0.223%,64633,28995881,41,32,263,9.8,7200
48,Texas,TX,78569,Willacy,Lyford,0.074%,21358,28995881,37,38,731,8.2,8400
48,Texas,TX,78602,Bastrop,Bastrop,0.306%,88723,28995881,22,42,407,3,7500
48,Texas,TX,78605,Burnet,Bertram,0.166%,48155,28995881,19,34,248,2.7,7100
48,Texas,TX,78606,Blanco,Blanco,0.041%,11931,28995881,17,22,137,2.4,6400
48,Texas,TX,78610,Hays,Buda,0.794%,230191,28995881,18,32,244,2.8,4900
48,Texas,TX,78617,Travis,Del valle,4.394%,1273954,28995881,16,23,370,2.6,4700
48,Texas,TX,78618,Gillespie,Doss,0.093%,26988,28995881,18,24,50,2.4,6000
48,Texas,TX,78801,Uvalde,Uvalde,0.092%,26741,28995881,29,36,268,3.8,8300
48,Texas,TX,78827,Dimmit,Asherton,0.035%,10124,28995881,36,26,85,2.5,7900
48,Texas,TX,78829,Zavala,Batesville,0.041%,11840,28995881,40,29,177,8.5,9100
48,Texas,TX,78832,Kinney,Brackettville,0.013%,3667,28995881,31,23,26,3.6,9100
48,Texas,TX,78833,Real,Camp wood,0.012%,3452,28995881,25,20,90,4,9100
48,Texas,TX,78837,Val Verde,Comstock,0.169%,49025,28995881,30,27,138,3.4,7000
48,Texas,TX,78852,Maverick,Eagle pass,0.203%,58722,28995881,36,31,179,7.5,6800
48,Texas,TX,79005,Lipscomb,Booker,0.011%,3233,28995881,21,29,125,2.6,6800
48,Texas,TX,79009,Parmer,Bovina,0.033%,9605,28995881,28,37,82,2.2,9300
48,Texas,TX,79014,Hemphill,Glazier,0.013%,3819,28995881,22,22,324,2.7,8400
48,Texas,TX,79015,Randall,Canyon,0.475%,137713,28995881,16,30,547,2.4,6800
48,Texas,TX,79018,Hartley,Channing,0.019%,5576,28995881,18,29,364,1.6,6800
48,Texas,TX,79022,Dallam,Dalhart,0.025%,7287,28995881,24,28,641,1.9,8900
48,Texas,TX,79025,Deaf Smith,Dawn,0.064%,18546,28995881,27,26,310,2.8,7800
48,Texas,TX,79027,Castro,Dimmitt,0.026%,7530,28995881,27,29,109,2.8,8100
48,Texas,TX,79031,Lamb,Earth,0.044%,12893,28995881,29,25,341,3.8,9200
48,Texas,TX,79033,Ochiltree,Farnsworth,0.034%,9836,28995881,24,27,270,2.7,6000
48,Texas,TX,79039,Carson,Groom,0.020%,5926,28995881,15,27,377,2.6,7200
48,Texas,TX,79040,Hansford,Gruver,0.019%,5399,28995881,27,27,220,2.3,7400
48,Texas,TX,79042,Swisher,Happy,0.026%,7397,28995881,29,20,519,3.7,10000
48,Texas,TX,79095,Collingsworth,Wellington,0.010%,2920,28995881,24,26,162,3.2,10000
48,Texas,TX,79201,Childress,Kirkland,0.025%,7306,28995881,24,23,162,2.7,9300
48,Texas,TX,79220,Dickens,Afton,0.008%,2211,28995881,24,18,317,4.4,9300
48,Texas,TX,79223,Cottle,Cee vee,0.005%,1398,28995881,28,20,280,4.2,9300
48,Texas,TX,79226,Donley,Clarendon,0.011%,3278,28995881,20,31,316,3.5,9300
48,Texas,TX,79227,Foard,Crowell,0.004%,1155,28995881,22,28,0,3.1,9300
48,Texas,TX,79232,King,Dumont,0.001%,272,28995881,18,20,0,2.1,9300
48,Texas,TX,79234,Motley,Flomot,0.004%,1200,28995881,20,24,0,3.5,9300
48,Texas,TX,79255,Briscoe,Quitaque,0.005%,1546,28995881,23,26,0,3.5,9300
48,Texas,TX,79313,Hockley,Anton,0.079%,23021,28995881,24,29,448,3,9100
48,Texas,TX,79314,Cochran,Bledsoe,0.010%,2853,28995881,32,27,203,3.4,11700
48,Texas,TX,79316,Terry,Brownfield,0.043%,12337,28995881,29,37,254,3.7,10200
48,Texas,TX,79320,Bailey,Bula,0.024%,7000,28995881,26,26,160,3.7,8300
48,Texas,TX,79322,Crosby,Crosbyton,0.020%,5737,28995881,29,26,83,3.9,10300
48,Texas,TX,79323,Yoakum,Denver city,0.030%,8713,28995881,25,30,182,2.9,7200
48,Texas,TX,79329,Lubbock,Idalou,1.071%,310569,28995881,21,31,863,2.8,8500
48,Texas,TX,79330,Garza,Justiceburg,0.021%,6229,28995881,28,19,118,2.7,4800
48,Texas,TX,79342,Gaines,Loop,0.074%,21492,28995881,27,35,73,2.4,6000
48,Texas,TX,79351,Lynn,Odonnell,0.021%,5951,28995881,27,26,121,3,8200
48,Texas,TX,79502,Stonewall,Aspermont,0.005%,1350,28995881,21,20,71,2.9,8200
48,Texas,TX,79506,Nolan,Blackwell,0.051%,14714,28995881,24,27,394,2.9,10300
48,Texas,TX,79517,Scurry,Fluvanna,0.058%,16703,28995881,24,28,298,3.2,7200
48,Texas,TX,79534,Fisher,Mc caulley,0.013%,3830,28995881,21,22,314,2.9,7200
48,Texas,TX,79714,Andrews,Andrews,0.065%,18705,28995881,23,31,494,2.2,7500
48,Texas,TX,79718,Reeves,Balmorhea,0.055%,15976,28995881,28,29,407,1.7,7800
48,Texas,TX,79730,Pecos,Coyanosa,0.055%,15823,28995881,27,39,348,3.3,6800
48,Texas,TX,79731,Crane,Crane,0.017%,4797,28995881,23,20,109,4,8600
48,Texas,TX,79739,Glasscock,Garden city,0.005%,1409,28995881,22,26,0,2.1,8600
48,Texas,TX,79741,Ector,Goldsmith,0.573%,166223,28995881,24,37,809,2.6,9700
48,Texas,TX,79745,Winkler,Kermit,0.028%,8010,28995881,27,38,125,2.8,11700
48,Texas,TX,79752,Upton,Mc camey,0.013%,3657,28995881,26,24,84,2.9,9000
48,Texas,TX,79754,Loving,Mentone,0.001%,169,28995881,20,30,452,0.7,9000
48,Texas,TX,79830,Brewster,Alpine,0.032%,9203,28995881,20,26,163,2.9,8100
48,Texas,TX,79837,Hudspeth,Dell city,0.017%,4886,28995881,36,38,105,4.4,8100
48,Texas,TX,79843,Presidio,Marfa,0.023%,6704,28995881,40,30,87,6.5,5300
48,Texas,TX,79855,Culberson,Kent,0.007%,2171,28995881,36,32,0,4,5300
49,Utah,UT,84001,Duchesne,Altamont,0.622%,19938,3205958,18,32,424,3.9,9700
49,Utah,UT,84003,Utah,American fork,19.845%,636235,3205958,13,26,78,2.4,5100
49,Utah,UT,84006,Salt Lake,Bingham canyon,36.196%,1160437,3205958,16,26,384,2.5,6200
49,Utah,UT,84022,Tooele,Dugway,2.254%,72259,3205958,16,37,283,2.9,6500
49,Utah,UT,84023,Daggett,Dutch john,0.030%,950,3205958,14,28,87,3.8,6500
49,Utah,UT,84026,Uintah,Fort duchesne,1.115%,35734,3205958,20,36,124,4.2,9300
49,Utah,UT,84028,Rich,Garden city,0.077%,2483,3205958,16,25,86,3.1,9300
49,Utah,UT,84032,Wasatch,Heber city,1.063%,34091,3205958,12,25,93,2.7,3900
49,Utah,UT,84067,Weber,Roy,8.117%,260213,3205958,16,32,247,3,6700
49,Utah,UT,84301,Box Elder,Bear river city,1.748%,56046,3205958,16,34,130,2.6,6300
49,Utah,UT,84304,Cache,Cache junction,4.002%,128289,3205958,15,25,65,2.2,4800
49,Utah,UT,84513,Emery,Castle dale,0.312%,10012,3205958,17,32,167,4,8800
49,Utah,UT,84621,Sanpete,Axtell,0.965%,30939,3205958,18,29,64,3.2,6200
49,Utah,UT,84624,Millard,Delta,0.411%,13188,3205958,17,36,283,2.8,6600
49,Utah,UT,84628,Juab,Eureka,0.375%,12017,3205958,16,28,85,2.5,7500
49,Utah,UT,84723,Piute,Circleville,0.046%,1479,3205958,20,21,66,4.8,7500
50,Vermont,VT,5001,Windsor,White river junc,8.824%,55062,623989,13,28,91,2.1,6700
50,Vermont,VT,5042,Caledonia,Ryegate,4.807%,29993,623989,15,30,113,3,7600
50,Vermont,VT,5152,Bennington,Peru,5.684%,35470,623989,14,30,156,2.9,7800
50,Vermont,VT,5401,Chittenden,Burlington,26.246%,163774,623989,11,22,130,1.8,5000
50,Vermont,VT,5440,Grand Isle,Alburg,1.159%,7235,623989,13,30,43,2.9,5000
50,Vermont,VT,5442,Lamoille,Belvidere center,4.064%,25362,623989,14,24,53,3.1,5300
50,Vermont,VT,5443,Addison,Bristol,5.894%,36777,623989,12,26,79,2.3,4400
50,Vermont,VT,5701,Rutland,Rutland,9.326%,58191,623989,14,33,162,2.8,8200
51,Virginia,VA,20105,Loudoun,Zcta 20105,4.845%,413538,8535519,12,23,100,2.3,3200
51,Virginia,VA,20106,Culpeper,Zcta 20106,0.616%,52605,8535519,18,33,159,2.6,7500
51,Virginia,VA,20109,Prince William,Zcta 20109,5.510%,470335,8535519,16,32,186,2.5,4600
51,Virginia,VA,20110,Manassas city,Zcta 20110,0.481%,41085,8535519,20,30,309,2.5,6400
51,Virginia,VA,20115,Fauquier,Zcta 20115,0.834%,71222,8535519,14,34,65,2.4,6200
51,Virginia,VA,20120,Fairfax,Zcta 20120,13.444%,1147532,8535519,12,21,96,2.3,3400
51,Virginia,VA,22046,Falls Church city,Falls church,0.171%,14617,8535519,9,21,158,2,5000
51,Virginia,VA,22201,Arlington,Arlington,2.775%,236842,8535519,11,19,149,1.9,2800
51,Virginia,VA,22301,Alexandria city,Alexandria,1.868%,159428,8535519,13,24,186,2.1,3700
51,Virginia,VA,22401,Fredericksburg city,Fredericksburg,0.340%,29036,8535519,18,32,423,3.4,7900
51,Virginia,VA,22407,Spotsylvania,Fredericksburg,1.596%,136215,8535519,16,34,172,2.9,6800
51,Virginia,VA,22448,King George,Dahlgren,0.314%,26836,8535519,15,30,106,2.6,7700
51,Virginia,VA,22601,Winchester city,Winchester,0.329%,28078,8535519,19,30,272,2.8,7100
51,Virginia,VA,22626,Shenandoah,Fishers hill,0.511%,43616,8535519,19,33,178,2.5,6600
51,Virginia,VA,22627,Rappahannock,Flint hill,0.086%,7370,8535519,15,32,41,2.5,6600
51,Virginia,VA,22801,Harrisonburg city,Harrisonburg,0.621%,53016,8535519,22,26,214,3.2,5300
51,Virginia,VA,22843,Augusta,Mount solon,0.885%,75558,8535519,17,35,125,2.4,6000
51,Virginia,VA,22901,Albemarle,Charlottesville,1.281%,109330,8535519,14,23,100,2.5,4600
51,Virginia,VA,22902,Charlottesville city,Monticello,0.554%,47266,8535519,18,30,480,2.4,5800
51,Virginia,VA,22963,Fluvanna,Bybee,0.319%,27270,8535519,15,38,100,2.3,6700
51,Virginia,VA,22980,Waynesboro city,Waynesboro,0.265%,22630,8535519,21,37,187,2.9,8400
51,Virginia,VA,23002,Amelia,Amelia court hou,0.154%,13145,8535519,20,44,117,3.2,9200
51,Virginia,VA,23004,Buckingham,Arvonia,0.201%,17148,8535519,24,42,129,4.2,8000
51,Virginia,VA,23005,Hanover,Ashland,1.263%,107766,8535519,13,30,128,2.4,6200
51,Virginia,VA,23009,King William,Aylett,0.201%,17148,8535519,17,35,71,2.7,7600
51,Virginia,VA,23011,New Kent,Barhamsville,0.271%,23091,8535519,15,34,146,2.4,6800
51,Virginia,VA,23021,Mathews,Bohannon,0.103%,8834,8535519,16,30,40,2.9,7700
51,Virginia,VA,23023,King and Queen,Bruington,0.082%,7025,8535519,21,49,140,2.8,10800
51,Virginia,VA,23030,Charles City,Charles city,0.082%,6963,8535519,23,39,71,3.4,11600
51,Virginia,VA,23038,Goochland,Columbia,0.278%,23753,8535519,15,30,116,2.8,6300
51,Virginia,VA,23059,Henrico,Glen allen,3.876%,330818,8535519,15,33,175,2.8,6500
51,Virginia,VA,23139,Powhatan,Powhatan,0.347%,29652,8535519,15,28,73,2.5,6200
51,Virginia,VA,23168,James City,Toano,0.897%,76523,8535519,13,28,122,2.7,5400
51,Virginia,VA,23186,Williamsburg city,College of willi,0.175%,14954,8535519,17,33,182,3.9,5700
51,Virginia,VA,23219,Richmond city,Richmond,2.700%,230436,8535519,23,31,596,3.3,9200
51,Virginia,VA,23301,Accomack,Accomac,0.379%,32316,8535519,24,37,226,3.5,8600
51,Virginia,VA,23304,Isle of Wight,Battery park,0.435%,37109,8535519,17,45,144,2.8,6300
51,Virginia,VA,23320,Chesapeake city,Chesapeake,2.868%,244835,8535519,16,35,423,2.9,6600
51,Virginia,VA,23432,Suffolk city,Suffolk,1.079%,92108,8535519,18,34,276,3,7000
51,Virginia,VA,23451,Virginia Beach city,Virginia beach,5.272%,449974,8535519,16,28,152,2.7,5800
51,Virginia,VA,23502,Norfolk city,Norfolk,2.844%,242742,8535519,20,35,603,3.5,9400
51,Virginia,VA,23601,Newport News city,Newport news,2.100%,179225,8535519,20,38,456,3.5,8400
51,Virginia,VA,23651,Hampton city,Hampton,1.576%,134510,8535519,19,37,295,3.8,8800
51,Virginia,VA,23662,Poquoson city,Poquoson,0.144%,12271,8535519,13,39,129,2.4,6200
51,Virginia,VA,23701,Portsmouth city,Portsmouth,1.106%,94398,8535519,23,42,707,3.9,10400
51,Virginia,VA,23801,Prince George,Fort lee,0.449%,38353,8535519,18,33,111,3.4,5900
51,Virginia,VA,23803,Petersburg city,Ettrick,0.367%,31346,8535519,28,40,714,5.6,19400
51,Virginia,VA,23824,Nottoway,Blackstone,0.178%,15232,8535519,25,34,239,2.8,9100
51,Virginia,VA,23827,Southampton,Boykins,0.207%,17631,8535519,20,47,125,2.7,7900
51,Virginia,VA,23833,Dinwiddie,Church road,0.334%,28544,8535519,21,46,250,3.3,8100
51,Virginia,VA,23834,Colonial Heights city,Colonial heights,0.204%,17370,8535519,19,34,290,3.2,10300
51,Virginia,VA,23847,Greensville,Emporia,0.133%,11336,8535519,28,42,123,3.4,9600
51,Virginia,VA,23851,Franklin city,Franklin,0.093%,7967,8535519,25,38,310,4,14600
51,Virginia,VA,23860,Hopewell city,Hopewell,0.264%,22529,8535519,25,41,425,4.3,14300
51,Virginia,VA,23901,Prince Edward,Farmville,0.267%,22802,8535519,21,38,205,3.8,8700
51,Virginia,VA,23939,Appomattox,Evergreen,0.186%,15911,8535519,20,41,114,3.5,8100
51,Virginia,VA,23944,Lunenburg,Kenbridge,0.143%,12196,8535519,26,46,167,3.2,10300
51,Virginia,VA,24011,Roanoke city,Roanoke,1.162%,99143,8535519,22,36,382,3,11200
51,Virginia,VA,24018,Roanoke,Cave spring,1.103%,94186,8535519,16,30,184,2.5,6700
51,Virginia,VA,24053,Patrick,Ararat,0.206%,17608,8535519,22,34,146,3.5,9500
51,Virginia,VA,24064,Botetourt,Blue ridge,0.392%,33419,8535519,15,29,106,2.5,6200
51,Virginia,VA,24069,Pittsylvania,Cascade,0.707%,60354,8535519,22,39,81,3.4,9500
51,Virginia,VA,24141,Radford city,Fairlawn,0.214%,18249,8535519,21,33,582,3.6,6800
51,Virginia,VA,24153,Salem city,Salem,0.296%,25301,8535519,16,31,106,2.8,8400
51,Virginia,VA,24201,Bristol city,Bristol,0.196%,16762,8535519,22,27,267,3.8,10200
51,Virginia,VA,24217,Dickenson,Bee,0.168%,14318,8535519,26,36,195,4.9,11800
51,Virginia,VA,24273,Norton city,Norton,0.047%,3981,8535519,23,27,365,3.7,10700
51,Virginia,VA,24311,Smyth,Atkins,0.353%,30104,8535519,22,30,203,3.7,11500
51,Virginia,VA,24313,Wythe,Barren springs,0.336%,28684,8535519,20,37,122,3.6,8700
51,Virginia,VA,24314,Bland,Bastian,0.074%,6280,8535519,17,28,76,2.8,7400
51,Virginia,VA,24333,Galax city,Galax,0.074%,6347,8535519,28,35,317,3.3,16600
51,Virginia,VA,24401,Staunton city,Woodrum,0.292%,24932,8535519,17,22,153,2.7,8700
51,Virginia,VA,24415,Rockbridge,Brownsburg,0.264%,22573,8535519,19,29,141,2.7,6700
51,Virginia,VA,24416,Buena Vista city,Buena vista,0.076%,6478,8535519,24,21,98,2.7,9000
51,Virginia,VA,24501,Lynchburg city,Lynchburg,0.963%,82168,8535519,21,36,423,3.7,8500
51,Virginia,VA,24521,Amherst,Amherst,0.370%,31605,8535519,20,29,133,3.2,7600
51,Virginia,VA,24540,Danville city,Danville,0.469%,40044,8535519,25,31,623,5,13100
53,Washington,WA,98012,Snohomish,Mill creek,10.796%,822083,7614893,15,30,205,3,5400
